Sample	Queue Length	Avg Waiting Time
728721	1050		2146.5319332792424
729827	1114		2112.4628213548567
730852	1113		2154.160457324004
731826	1059		2154.0484839531127
732859	1083		2193.1616036484484
733861	1068		2110.6294371173717
734897	1093		2109.876085688127
735973	1167		2260.8886217577383
736989	1147		2257.6424559198786
738039	1192		2372.029500812292
739039	1180		2371.4185058567673
740001	1125		2294.426974035334
741047	1127		2276.9900695914403
742050	1111		2207.7512802435085
743086	1143		2296.9516803908627
744208	1234		2435.8551970245317
745224	1233		2497.4706646681298
746231	1224		2460.8543311266694
747207	1166		2352.428537754575
748298	1239		2399.2572203769814
749277	1215		2426.0463941157795
750325	1255		2511.6056154908147
751360	1287		2515.107601879863
752425	1303		2535.603903183248
753576	1424		2716.5552678962704
754533	1353		2742.2165594014805
755491	1311		2769.524902094621
756520	1323		2746.934978811303
757547	1346		2769.7436516596936
758566	1364		2712.620524334954
759579	1335		2703.634897780372
760662	1391		2739.433291133959
761701	1402		2828.86662285286
762667	1364		2770.4949354107957
763690	1367		2709.2458708847407
764611	1284		2606.3944066253025
765666	1301		2672.7796509519685
766683	1310		2597.9694585162215
767772	1394		2774.028718714835
768870	1450		2855.842376858229
769895	1437		2807.3686451639514
770953	1468		2897.8904092868324
771939	1422		2838.2165683759376
772994	1437		2926.719516802812
774017	1440		2919.3427829176653
775117	1484		2877.2776453054976
776178	1487		2910.8401889980305
777221	1475		2935.2131214761175
778200	1443		2929.584205776453
779160	1357		2778.750404165592
780089	1277		2674.128957088571
781227	1361		2649.4892492000945
782295	1384		2693.8648174544796
783340	1399		2831.9573068786412
784310	1336		2765.869945146609
785360	1384		2793.179162236629
786474	1467		2786.791281994898
787483	1448		2761.850558847422
788526	1432		2864.1486938630696
789631	1511		2944.9915862285998
790732	1603		3060.104082980193
791750	1621		3140.0018134452403
792726	1597		3094.356931025628
793781	1650		3258.9175309324637
794859	1691		3337.7858991280664
795882	1672		3423.924214884173
796892	1679		3341.5102609759197
797863	1633		3305.2315892225597
798978	1728		3364.582530264277
800013	1757		3397.6814209069125
801039	1775		3449.461316810688
802139	1838		3530.203459971817
803148	1843		3582.6181881108787
804189	1815		3643.5529378473293
805163	1785		3538.860473975772
806253	1838		3516.833374437876
807265	1814		3669.499877666356
808324	1839		3754.0326664664317
809384	1885		3680.3021703998093
810490	1932		3741.765586226713
811521	1928		3831.3891270023305
812541	1932		3963.873260837514
813552	1906		3868.6167911945377
814654	1973		3821.713154845638
815633	1913		3751.192409879528
816671	1937		3939.3143248432316
817743	1977		3952.400546500925
818827	2028		3988.3835236092564
819873	2059		3968.0538647850044
820930	2106		4105.8448521934915
822002	2143		4231.040468527703
823031	2140		4277.213608366903
824066	2131		4332.718726140913
825154	2168		4393.697117354721
826094	2092		4324.938132045558
827077	2037		4370.993656456936
828141	2069		4235.976300890325
829197	2093		4139.248186805751
830258	2135		4233.815580098424
831234	2096		4219.87632257049
832222	2071		4210.387152894167
833299	2126		4233.541982443072
834307	2103		4233.990896980278
835319	2103		4287.845388377784
836302	2048		4108.203926187241
837361	2095		4236.980245256331
838428	2112		4181.431184384273
839455	2110		4226.357112812577
840492	2147		4277.802250836976
841452	2105		4112.816406812286
842551	2158		4187.826844941359
843576	2175		4287.628584026825
844650	2217		4423.510735819815
845705	2229		4400.750135806156
846679	2190		4406.330588067183
847713	2182		4374.5894811328035
848714	2151		4271.897040998563
849801	2206		4345.5566699968185
850778	2182		4343.210336026503
851875	2240		4547.41847166582
852834	2186		4466.208309238544
853834	2150		4407.023114816053
854848	2151		4360.794061427703
855904	2187		4399.11654676171
856925	2162		4345.243414717494
857958	2162		4422.908860805677
858941	2104		4257.071001362987
859971	2122		4318.811514825793
860963	2091		4319.732322093565
861925	2040		4237.087936693104
862977	2086		4356.8244294314645
863978	2064		4217.7915194174275
864921	2002		4046.0733620056417
865915	1981		3977.9886363716796
866893	1934		3916.7753588524647
867845	1878		3819.0792738844175
868942	1948		3776.4363117646426
870025	1993		3811.6504710100126
871095	2020		3942.8919418610167
872074	1971		4030.03438123432
873084	1976		4063.2916302413214
874099	1981		3915.7091944904532
875053	1922		3902.6959761809558
876149	2004		3982.5956428118516
877170	1998		3962.812067528488
878178	1992		3934.687077785842
879188	2001		3863.2053299390245
880144	1954		3877.355427702423
881174	1952		3916.5988696468994
882202	1949		3897.9738322827034
883183	1923		3820.277315422194
884184	1906		3768.581688643666
885188	1876		3643.016401981702
886222	1901		3723.1150630859192
887258	1915		3815.3588186600246
888305	1942		3806.588422058616
889279	1881		3725.705574973952
890354	1943		3779.2926041905303
891358	1927		3708.1581227576826
892418	1940		3860.6019367959816
893412	1903		3863.340588405961
894463	1922		3975.918484422611
895467	1886		3749.289178018691
896451	1870		3789.349088383373
897589	1967		3835.3657650405075
898596	1941		3699.7558658169582
899656	2000		3961.9231484944467
900702	2034		4071.46438114834
901775	2090		4144.934083984699
902855	2164		4218.859159156913
903818	2093		4189.280647585401
904775	2017		4200.520081215538
905907	2108		4136.635167944711
906932	2090		3950.8306265349966
908062	2166		4115.993205549894
908998	2070		4114.799316284945
909962	2017		4119.511261584237
910958	2004		3979.234784239903
911988	2013		3978.7745658133645
912975	1987		3938.09934065328
914015	2010		3975.0414696042426
915093	2061		3974.8075204000343
916114	2057		4100.225664724363
917119	2042		4232.728382668691
918110	2022		4156.9049284039065
919198	2065		4064.9833062044345
920278	2099		4074.7738521862775
921230	2022		4090.1963135027327
922234	1989		4059.5275076124817
923238	1963		3892.721316561103
924282	1971		3939.969036839204
925282	1941		3884.1257727658376
926256	1909		3870.1701961092185
927249	1886		3944.5230924021453
928286	1904		3897.8940401868895
929317	1907		3857.3499811938964
930290	1873		3797.3866960497107
931308	1873		3764.1589501220733
932286	1842		3688.2903951674234
933308	1862		3768.8240910845343
934322	1869		3608.4588099936955
935361	1905		3718.1136591287795
936372	1880		3853.8868315352593
937328	1833		3725.269012647681
938354	1829		3673.587955144001
939400	1816		3596.84640286793
940406	1818		3580.3897734167986
941496	1879		3729.5152494283393
942520	1874		3637.4494662592188
943528	1849		3698.8644039228093
944477	1782		3640.4533901566174
945470	1769		3568.3714004955254
946522	1814		3642.3018309164327
947573	1854		3694.974507630104
948664	1927		3787.174389559077
949679	1929		3877.396611158736
950627	1862		3910.646378501551
951700	1929		3869.400390803814
952704	1885		3697.1168531060684
953817	1958		3872.0319883646443
954721	1862		3771.877327439841
955819	1956		3989.3560924120247
956833	1947		4001.7212626722176
957833	1931		4019.0428114412352
958850	1912		4001.3285429985262
959889	1905		3896.061473308131
960852	1824		3778.5583919771016
961819	1779		3679.2321906182915
962951	1897		3658.5408885246143
963973	1887		3715.440935361432
965065	1976		3910.175130267162
966038	1927		3826.721539033111
967025	1904		3772.158414109843
968029	1891		3726.4054166644346
969021	1876		3848.6108707510866
970007	1823		3888.0004328691866
970958	1759		3713.8899207457434
972038	1828		3666.3668831277173
973024	1794		3626.7335875318386
974083	1840		3706.0366173316725
975159	1889		3717.450847394066
976206	1893		3763.7261293113697
977201	1870		3785.728678267915
978159	1800		3688.3910059283953
979244	1857		3712.435731587
980313	1880		3711.7534293199424
981318	1861		3681.814449103549
982326	1843		3688.311085911002
983376	1885		3720.609896532027
984425	1913		3829.8202402149327
985450	1909		3873.4027349448297
986468	1912		3803.6424333280884
987511	1910		3787.0321291449945
988578	1975		3942.1733273856808
989519	1890		3744.2347471227404
990596	1918		3816.048080298584
991652	1938		3829.4952609771863
992698	1975		3835.365836048033
993800	2052		3942.4672786195297
994878	2110		4064.200862988364
995909	2104		4087.050042303512
996988	2142		4178.645037267823
998015	2148		4278.266849068692
999047	2161		4292.379640061641
1000107	2220		4338.24627384427
1001132	2214		4348.31218227651
1002107	2181		4387.371915122727
1003103	2147		4425.781204484403
1004057	2056		4336.969666611636
1005116	2069		4203.665626164759
1006081	2028		4103.114061807981
1007087	2003		4156.69387162989
1008146	2035		4104.801064544823
1009130	1981		3982.671082694549
1010159	1998		4064.875904063694
1011210	2004		4035.3150533593725
