Sample	Queue Length		Avg Waiting Time
320000	0		0
321000	1		0.0
322000	0		0
323000	1		0.0
324000	2		1.2439814226236194
325000	0		0
326000	0		0
327000	1		0.6263699750415981
328000	1		0.0
329000	1		1.866505467100069
330000	1		2.5676032847259194
331000	0		0
332000	0		0
333000	1		0.3314158581197262
334000	2		1.1072131441906095
335000	2		0.4635954408440739
336000	1		2.2027041038963944
337000	1		0.3037106920965016
338000	1		0.624813606031239
339000	3		3.1479724715463817
340000	1		0.0
341000	0		0
342000	1		0.6900827176868916
343000	0		0
344000	1		0.0
345000	0		0
346000	0		0
347000	0		0
348000	0		0
349000	1		0.0
350000	0		0
351000	1		0.12881034356541932
352000	1		0.5276268895249814
353000	1		0.0
354000	0		0
355000	2		1.4879172113724053
356000	1		0.0
357000	1		0.0
358000	0		0
359000	1		1.4485215954482555
360000	1		0.5509006762877107
361000	1		0.1566941279452294
362000	2		0.041221281280741096
363000	1		0.0
364000	0		0
365000	0		0
366000	1		0.0
367000	0		0
368000	1		0.0
369000	1		0.0
370000	1		1.5271045328117907
371000	0		0
372000	0		0
373000	1		0.0
374000	0		0
375000	1		0.0
376000	0		0
377000	1		1.9402584133204073
378000	2		2.3179467383306473
379000	0		0
380000	1		0.0
381000	1		0.7285403760615736
382000	1		0.0
383000	1		0.0
384000	1		0.0
385000	4		4.255401065805927
386000	0		0
387000	1		1.6804052002262324
388000	0		0
389000	1		1.7933394506108016
390000	0		0
391000	0		0
392000	1		0.0
393000	1		0.21737635391764343
394000	1		0.0
395000	0		0
396000	1		0.46854201098904014
397000	1		0.30036498280242085
398000	2		1.0401710756123066
399000	1		0.0
400000	1		1.5872076030354947
401000	0		0
402000	1		0.5160286899190396
403000	1		1.081271561793983
404000	0		0
405000	0		0
406000	0		0
407000	1		0.0
408000	0		0
409000	0		0
410000	1		0.769151690416038
411000	2		1.3032912267372012
412000	0		0
413000	1		2.310524573782459
414000	0		0
415000	0		0
416000	0		0
417000	0		0
418000	1		0.0
419000	1		3.6094187763519585
420000	0		0
421000	2		2.5996413428802043
422000	0		0
423000	1		0.0
424000	0		0
425000	0		0
426000	0		0
427000	0		0
428000	0		0
429000	0		0
430000	0		0
431000	1		0.0
432000	1		1.5162535039708018
433000	0		0
434000	1		0.573589239269495
435000	1		0.0
436000	1		1.7744867510627955
437000	0		0
438000	2		0.2550378011073917
439000	0		0
440000	0		0
441000	0		0
442000	0		0
443000	0		0
444000	0		0
445000	1		0.0
446000	2		1.6453780110459775
447000	1		1.0168489466886967
448000	1		0.0
449000	1		0.0
450000	0		0
451000	0		0
452000	0		0
453000	0		0
454000	1		1.9181839057710022
455000	0		0
456000	1		0.0
457000	0		0
458000	2		1.406585309887305
459000	1		1.4168028749991208
460000	3		1.3866203969810158
461000	1		0.0
462000	0		0
463000	0		0
464000	1		2.5971095801796764
465000	0		0
466000	1		0.0
467000	1		0.0
468000	1		0.5660171774215996
469000	1		0.0
470000	2		0.7428798456676304
471000	1		0.0
472000	1		3.7460413759108633
473000	1		0.0
474000	0		0
475000	1		0.0
476000	0		0
477000	2		0.2680753036402166
478000	1		1.6765254356432706
479000	1		0.0
480000	1		0.0
481000	1		1.0624569691717625
482000	0		0
483000	0		0
484000	1		1.2235935484059155
485000	0		0
486000	0		0
487000	2		0.23821841971948743
488000	0		0
489000	3		4.537694726139307
490000	1		0.0
491000	1		0.0
492000	0		0
493000	0		0
494000	1		0.0
495000	1		0.0
496000	1		2.5056810043752193
497000	0		0
498000	0		0
499000	0		0
500000	3		1.622162852436304
501000	0		0
502000	1		0.6518653815146536
503000	2		1.7310170652344823
504000	1		0.0
505000	2		1.953362860251218
506000	0		0
507000	0		0
508000	2		0.1842168199364096
509000	2		2.7778075779788196
510000	0		0
511000	1		5.059067056979984
512000	0		0
513000	0		0
514000	1		0.0
515000	1		2.13350608991459
516000	1		0.0
517000	1		1.2279546740464866
518000	0		0
519000	1		0.5845896813552827
520000	1		1.4685027110390365
521000	0		0
522000	1		0.0
523000	0		0
524000	1		0.0
525000	0		0
526000	1		0.0
527000	0		0
528000	1		1.0822046275716275
529000	1		0.3552461685612798
530000	1		0.0
531000	0		0
532000	1		0.13283643638715148
533000	0		0
534000	0		0
535000	0		0
536000	1		1.523016907274723
537000	1		0.0
538000	0		0
539000	0		0
540000	0		0
541000	1		3.6787350920494646
542000	0		0
543000	0		0
544000	0		0
545000	1		3.762626585084945
546000	1		0.0
547000	0		0
548000	1		0.0
549000	2		0.19554571923799813
550000	0		0
551000	0		0
552000	2		4.631844374816865
553000	0		0
554000	0		0
555000	1		0.21165542723610997
556000	0		0
557000	0		0
558000	0		0
559000	1		0.0
560000	0		0
561000	0		0
562000	0		0
563000	1		0.0
564000	2		1.1582378803286701
565000	1		0.8515234275255352
566000	0		0
567000	1		0.0
568000	2		1.7821817942894995
569000	1		1.0178939560428262
570000	2		3.136706150136888
571000	0		0
572000	0		0
573000	1		1.004736369010061
574000	1		0.3842510220129043
575000	1		0.0
576000	0		0
577000	1		0.0
578000	0		0
579000	1		0.0
580000	1		2.3572623464278877
581000	0		0
582000	0		0
583000	0		0
584000	0		0
585000	1		0.0
586000	1		2.621301449369639
587000	1		0.0
588000	0		0
589000	3		1.5178705570288002
590000	0		0
591000	0		0
592000	0		0
593000	1		0.0
594000	2		1.2179578081704676
595000	1		0.44994907872751355
596000	1		0.7057216353714466
597000	1		0.0
598000	0		0
599000	1		0.898822789080441
600000	1		1.3154686908237636
601000	0		0
602000	1		1.781661443412304
603000	1		1.9720887183211744
604000	1		0.8302453393116593
605000	1		2.0500452555716038
606000	1		2.888219814747572
607000	0		0
608000	1		0.0
609000	1		1.1264152023941278
610000	1		0.0
611000	1		0.0
612000	0		0
613000	1		0.0
614000	0		0
615000	0		0
616000	2		2.2818924193270504
617000	1		1.0743274171836674
618000	1		0.0
619000	0		0
620000	1		0.0
621000	0		0
622000	1		0.0
623000	2		0.5713966907933354
624000	1		0.0015797000378370285
625000	2		0.38996436772868037
626000	1		0.0
627000	0		0
628000	1		1.577749623451382
629000	0		0
630000	1		0.0
631000	0		0
632000	1		1.7383043025620282
633000	0		0
634000	0		0
635000	1		0.0
636000	1		0.0
637000	0		0
638000	0		0
639000	0		0
640000	1		0.5282346103340387
641000	0		0
642000	0		0
643000	1		0.38256742944940925
644000	2		1.1795743983238935
645000	0		0
646000	0		0
647000	0		0
648000	1		0.0
649000	1		0.0
650000	0		0
651000	0		0
652000	0		0
653000	0		0
654000	1		0.3745871460996568
655000	1		0.0
656000	1		3.198643575422466
657000	0		0
658000	0		0
659000	1		0.7078726948238909
660000	0		0
661000	0		0
662000	0		0
663000	0		0
664000	0		0
665000	0		0
666000	1		0.0
667000	0		0
668000	2		1.1338018393144011
669000	0		0
670000	0		0
671000	0		0
672000	1		0.0
673000	1		1.9076975705102086
674000	0		0
675000	0		0
676000	1		0.6360996849834919
677000	0		0
678000	2		5.172683670651168
679000	0		0
680000	0		0
681000	1		0.0
682000	1		0.19649435533210635
683000	0		0
684000	1		0.0
685000	2		1.3259782898239791
686000	1		0.0
687000	0		0
688000	1		0.9330053799785674
689000	1		0.0
690000	1		0.0
691000	0		0
692000	0		0
693000	1		1.5744531876407564
694000	1		0.15195381082594395
695000	0		0
696000	1		1.0010734046809375
697000	0		0
698000	0		0
699000	0		0
700000	0		0
701000	0		0
702000	1		0.0
703000	2		0.48271282482892275
704000	0		0
705000	0		0
706000	1		2.514665259514004
707000	1		0.0
708000	0		0
709000	0		0
710000	1		1.114370764233172
711000	0		0
712000	1		0.03652964998036623
713000	3		1.2965642372146249
714000	0		0
715000	0		0
716000	0		0
717000	0		0
718000	2		1.3788011763244867
719000	1		0.0
720000	2		1.7451739581301808
721000	0		0
722000	0		0
723000	0		0
724000	1		0.0
725000	0		0
726000	1		3.1750874696299434
727000	0		0
728000	1		0.0
729000	0		0
730000	3		6.437713236082345
731000	0		0
732000	0		0
733000	0		0
734000	0		0
735000	1		0.0
736000	0		0
737000	1		0.0
738000	0		0
739000	2		0.4444266939535737
740000	2		0.1121055562980473
741000	3		1.8608319987542927
742000	1		0.0
743000	1		1.5742783388122916
744000	0		0
745000	0		0
746000	0		0
747000	2		0.11607738910242915
748000	0		0
749000	0		0
750000	1		0.0
751000	0		0
752000	0		0
753000	0		0
754000	1		0.0
755000	1		1.300698230508715
756000	0		0
757000	0		0
758000	0		0
759000	1		0.0
760000	2		1.399580329656601
761000	0		0
762000	0		0
763000	1		0.0
764000	1		0.4490726296789944
765000	0		0
766000	2		1.6413907422684133
767000	1		0.0
768000	0		0
769000	0		0
770000	1		0.0
771000	2		2.889103954192251
772000	0		0
773000	3		1.2448267326690257
774000	0		0
775000	2		1.653841289691627
776000	2		2.1200341219082475
777000	0		0
778000	0		0
779000	0		0
780000	1		2.62070583505556
781000	0		0
782000	1		0.0
783000	1		0.0
784000	0		0
785000	0		0
786000	1		0.0
787000	2		0.6906747282482684
788000	1		0.0
789000	1		0.0
790000	1		0.0
791000	0		0
792000	1		0.0
793000	1		1.355383925139904
794000	0		0
795000	0		0
796000	1		2.1411844617687166
797000	1		4.173008310608566
798000	0		0
799000	0		0
800000	1		3.6460216674022377
801000	1		1.7044948902912438
802000	0		0
803000	0		0
804000	1		0.6166126686148345
805000	2		1.2113234889693558
806000	1		1.0145219303667545
807000	0		0
808000	1		0.0
809000	0		0
810000	1		0.0
811000	2		0.899886786006391
812000	0		0
813000	0		0
814000	0		0
815000	1		0.0
816000	0		0
817000	1		3.404144363477826
818000	1		1.7296205526217818
819000	1		1.6180636985227466
820000	1		1.4301880849525332
821000	2		2.934427433181554
822000	1		0.0
823000	1		0.4274885873310268
824000	0		0
825000	1		0.0
826000	0		0
827000	2		0.34009735751897097
828000	0		0
829000	2		2.1684458004310727
830000	1		0.0
831000	1		1.862503242213279
832000	2		3.0104913623072207
833000	0		0
834000	0		0
835000	0		0
836000	1		0.0
837000	2		0.23382544377818704
838000	0		0
839000	0		0
840000	1		0.3185785608366132
841000	1		3.5213689864613116
842000	1		1.4016573783010244
843000	1		1.1947618704289198
844000	2		0.7905588890425861
845000	0		0
846000	0		0
847000	1		0.6739495075307786
848000	0		0
849000	1		0.1649974873289466
850000	0		0
851000	2		0.3563054702244699
852000	0		0
853000	1		0.0
854000	2		0.4289731774479151
855000	0		0
856000	2		1.9952855189330876
857000	3		4.182522874325514
858000	2		0.530423984862864
859000	1		1.1423338395543396
860000	0		0
861000	1		0.8149981838651001
862000	1		1.8761599883437157
863000	0		0
864000	1		0.0
865000	2		2.337277829181403
866000	0		0
867000	1		0.0
868000	1		1.2878779186867177
869000	1		0.0
870000	0		0
871000	2		1.673870210070163
872000	0		0
873000	0		0
874000	0		0
875000	0		0
876000	1		0.0
877000	0		0
878000	1		0.0
879000	1		0.0
880000	1		0.0
881000	0		0
882000	3		3.383221629075706
883000	1		0.0
884000	0		0
885000	0		0
886000	0		0
887000	2		2.546678549144417
888000	0		0
889000	0		0
890000	0		0
891000	3		3.2584510263986886
892000	1		0.0
893000	1		0.0
894000	1		2.2935765916481614
895000	1		0.27435232512652874
896000	1		0.0
897000	1		0.017588578164577484
898000	0		0
899000	1		0.15931399771943688
900000	1		0.11285398341715336
901000	0		0
902000	0		0
903000	0		0
904000	1		6.308373947162181
905000	0		0
906000	1		0.0004980899393558502
907000	1		0.7141718175262213
908000	0		0
909000	0		0
910000	2		0.31716588931158185
911000	3		2.5410457686521113
912000	0		0
913000	1		0.0
914000	0		0
915000	0		0
916000	2		0.7181186713278294
917000	1		0.9626671299338341
918000	0		0
919000	2		0.9018889488652349
920000	0		0
921000	1		0.8275525053031743
922000	2		1.6879605525173247
923000	1		0.6103451838716865
924000	1		0.0
925000	1		1.2763801021501422
926000	2		1.0790879391133785
927000	0		0
928000	1		1.5349565469659865
929000	0		0
930000	1		0.0
931000	2		0.09884995222091675
932000	1		0.0
933000	3		1.4638035595417023
934000	1		4.556309142615646
935000	0		0
936000	1		1.0607976815663278
937000	2		3.2811820073984563
938000	1		0.0
939000	0		0
940000	1		0.03423146344721317
941000	2		3.1830940232612193
942000	1		0.14638691348955035
943000	2		1.1661551091820002
944000	0		0
945000	1		3.2879309128038585
946000	1		1.2576261102221906
947000	0		0
948000	0		0
949000	0		0
950000	1		0.0
951000	0		0
952000	0		0
953000	1		0.0
954000	0		0
955000	0		0
956000	1		0.0
957000	1		0.140535076148808
958000	1		0.8997470838949084
959000	3		2.2288514729589224
960000	0		0
961000	0		0
962000	1		1.8992056576535106
963000	1		0.0
964000	1		0.7745928973890841
965000	2		1.2573926970362663
966000	1		1.0614162064157426
967000	1		0.0
968000	0		0
969000	1		0.2124376781284809
970000	0		0
971000	1		0.1865328005515039
972000	2		1.6522546014748514
973000	0		0
974000	0		0
975000	0		0
976000	0		0
977000	0		0
978000	2		0.8005233006551862
979000	1		0.0
980000	3		0.9013586505316198
981000	0		0
982000	1		0.0
983000	2		2.8633876126259565
984000	0		0
985000	1		1.8544034846127033
986000	1		0.5059045888483524
987000	0		0
988000	0		0
989000	1		0.6108292900025845
990000	2		1.2292320923879743
991000	1		0.0
992000	0		0
993000	0		0
994000	0		0
995000	0		0
996000	0		0
997000	2		1.3127145995385945
998000	1		0.0
999000	1		1.8835947439074516
1000000	0		0
1001000	1		2.3705766182392836
1002000	1		0.2519650529138744
1003000	0		0
1004000	2		0.005580838304013014
1005000	0		0
1006000	1		1.0607703174464405
1007000	1		0.3329493124037981
1008000	0		0
1009000	2		0.6988473990932107
1010000	1		1.292465627193451
1011000	0		0
1012000	1		0.0
1013000	1		0.0
1014000	0		0
1015000	0		0
1016000	2		1.6327018202282488
1017000	0		0
1018000	1		0.0
1019000	2		0.8269113944843411
1020000	1		0.7777394824661314
1021000	1		0.5462018880061805
1022000	1		0.8904838543385267
1023000	2		0.815251721534878
1024000	0		0
1025000	3		1.1801473111845553
1026000	1		0.0
1027000	1		0.0
1028000	0		0
1029000	0		0
1030000	2		0.9384695393964648
1031000	0		0
1032000	1		3.1953511773608625
1033000	1		0.0
1034000	1		0.0
1035000	0		0
1036000	0		0
1037000	1		0.0
1038000	1		1.0951627981849015
1039000	1		0.0
1040000	1		1.1890638866461813
1041000	0		0
1042000	0		0
1043000	2		0.6395206688903272
1044000	1		0.4116607471369207
1045000	0		0
1046000	2		1.9991287630982697
1047000	1		1.415418703109026
1048000	1		0.6913609602488577
1049000	1		0.0
1050000	0		0
1051000	1		3.211973076220602
1052000	0		0
1053000	1		0.20422706147655845
1054000	0		0
1055000	1		0.0
1056000	0		0
1057000	0		0
1058000	1		3.293200767133385
1059000	1		0.6272680354304612
1060000	1		0.1894353860989213
1061000	2		2.382645235862583
1062000	1		0.0
1063000	0		0
1064000	0		0
1065000	1		0.0
1066000	0		0
1067000	1		1.2441033772192895
1068000	1		0.0
1069000	0		0
1070000	2		3.5344853601418436
1071000	1		0.7466019680723548
1072000	0		0
1073000	0		0
1074000	0		0
1075000	0		0
1076000	0		0
1077000	1		0.0
1078000	0		0
1079000	0		0
1080000	1		1.114764852449298
1081000	1		1.730572912376374
1082000	1		0.0
1083000	1		1.4095552782528102
1084000	0		0
1085000	0		0
1086000	1		1.5632612309418619
1087000	0		0
1088000	1		1.472809977363795
1089000	0		0
1090000	1		2.729660318698734
1091000	1		1.0245786812156439
1092000	1		0.0
1093000	1		0.0
1094000	0		0
1095000	1		1.6875233724713326
1096000	0		0
1097000	0		0
1098000	1		3.346718806773424
1099000	1		0.0
1100000	0		0
1101000	1		1.0648616328835487
1102000	1		0.4369889236986637
1103000	1		3.7576898341067135
1104000	1		0.6404902953654528
1105000	0		0
1106000	0		0
1107000	1		3.9836785341612995
1108000	1		0.0
1109000	1		0.0
1110000	0		0
1111000	1		0.0
1112000	2		1.9053504751063883
1113000	0		0
1114000	4		5.080400214064866
1115000	2		1.1910298587754369
1116000	0		0
1117000	0		0
1118000	0		0
1119000	1		0.0
1120000	1		0.3322783070616424
1121000	0		0
1122000	1		0.6490585156716406
1123000	2		0.04265035083517432
1124000	1		0.0
1125000	0		0
1126000	0		0
1127000	0		0
1128000	0		0
1129000	1		0.0
1130000	0		0
1131000	1		1.7072635875083506
1132000	0		0
1133000	0		0
1134000	2		2.1370147988200188
1135000	1		0.0
1136000	4		1.6652023447677493
1137000	1		0.0
1138000	0		0
1139000	1		0.0
1140000	0		0
1141000	2		2.7979143816046417
1142000	1		0.0
1143000	1		0.29076566686853766
1144000	1		2.9331252393312752
1145000	1		1.6425612596794963
1146000	3		0.8030911460518837
1147000	1		0.0
1148000	1		0.0
1149000	0		0
1150000	0		0
1151000	0		0
1152000	0		0
1153000	0		0
1154000	2		0.7241150764748454
1155000	0		0
1156000	0		0
1157000	2		2.7678244952112436
1158000	1		0.29383827466517687
1159000	1		0.0
1160000	0		0
1161000	1		3.0989230182021856
1162000	1		0.0
1163000	1		1.252962039783597
1164000	1		0.8503705793991685
1165000	0		0
1166000	2		2.6074493462219834
1167000	1		0.0
1168000	3		1.5852507203817368
1169000	0		0
1170000	1		1.6946042045019567
1171000	1		2.7422636467963457
1172000	0		0
1173000	2		0.5542526952922344
1174000	1		0.0
1175000	0		0
1176000	1		0.0
1177000	1		0.0
1178000	0		0
1179000	0		0
1180000	1		1.3838760489597917
1181000	1		2.083479289896786
1182000	2		0.7429475383833051
1183000	0		0
1184000	2		0.007736127823591232
1185000	1		0.16759212594479322
1186000	1		0.0
1187000	1		1.8793348567560315
1188000	0		0
1189000	1		0.6018663598224521
1190000	2		0.05990978144109249
1191000	0		0
1192000	1		0.0
1193000	1		0.02306116372346878
1194000	0		0
1195000	3		1.967508270405233
1196000	0		0
1197000	0		0
1198000	0		0
1199000	0		0
1200000	3		1.2534605143591762
1201000	1		0.0
1202000	0		0
1203000	1		1.5062055503949523
1204000	0		0
1205000	1		1.6212324164807796
1206000	0		0
1207000	0		0
1208000	1		0.0
1209000	1		1.7401072001084685
1210000	0		0
1211000	0		0
1212000	0		0
1213000	1		1.5109692551195621
1214000	1		1.074087830260396
1215000	0		0
1216000	2		0.3472461849451065
1217000	2		1.7529397839680314
1218000	1		0.0
1219000	0		0
1220000	0		0
1221000	0		0
1222000	1		0.2954574218019843
1223000	1		0.0
1224000	1		3.4153519244864583
1225000	1		1.1649069599807262
1226000	0		0
1227000	0		0
1228000	3		2.444727466441691
1229000	0		0
1230000	1		0.0
1231000	2		1.4109561946243048
1232000	0		0
1233000	0		0
1234000	1		0.0
1235000	0		0
1236000	1		0.0
1237000	0		0
1238000	0		0
1239000	0		0
1240000	3		1.2098490884527564
1241000	0		0
1242000	0		0
1243000	2		0.4276792202144861
1244000	0		0
1245000	1		1.5112591180950403
1246000	0		0
1247000	2		1.9088746113702655
1248000	1		0.0
1249000	1		1.5923840142786503
1250000	0		0
1251000	1		0.4470970509573817
1252000	0		0
1253000	0		0
1254000	1		0.0
1255000	0		0
1256000	0		0
1257000	0		0
1258000	1		0.12117813248187304
1259000	1		1.358975825831294
1260000	2		1.5402139145880938
1261000	2		1.9361145598813891
1262000	0		0
1263000	1		0.5036451406776905
1264000	1		0.0
1265000	0		0
1266000	1		1.8713085977360606
1267000	0		0
1268000	2		0.13784458488225937
1269000	1		0.0
1270000	1		1.2591561349108815
1271000	0		0
1272000	1		0.5021279249340296
1273000	1		0.5997956488281488
1274000	0		0
1275000	0		0
1276000	0		0
1277000	0		0
1278000	2		0.34472024254500866
1279000	0		0
1280000	0		0
1281000	1		0.0
1282000	0		0
1283000	0		0
1284000	1		0.0
1285000	0		0
1286000	1		0.0
1287000	0		0
1288000	1		0.0
1289000	0		0
1290000	0		0
1291000	1		0.0
1292000	0		0
1293000	0		0
1294000	0		0
1295000	0		0
1296000	1		0.0
1297000	0		0
1298000	1		0.0
1299000	1		0.0
1300000	1		0.0
1301000	2		3.6589670116081834
1302000	3		2.951122929342091
1303000	1		2.5205240258947015
1304000	0		0
1305000	0		0
1306000	2		5.424121688120067
1307000	1		1.3508529849350452
1308000	0		0
1309000	0		0
1310000	1		0.0
1311000	1		0.7422147551551461
1312000	2		2.093545145355165
1313000	0		0
1314000	1		0.0
1315000	1		3.186472963541746
1316000	1		3.7684028781950474
1317000	0		0
1318000	0		0
1319000	1		0.8853763034567237
1320000	0		0
1321000	0		0
1322000	1		1.2470147050917149
1323000	0		0
1324000	0		0
1325000	1		0.0562690244987607
1326000	2		1.7834268733859062
1327000	2		1.3610878502950072
1328000	0		0
1329000	0		0
1330000	1		0.0
1331000	0		0
1332000	2		2.6334641175344586
1333000	0		0
1334000	1		0.0
1335000	3		0.7999229775741696
1336000	0		0
1337000	1		0.36804034281522036
1338000	0		0
1339000	0		0
1340000	1		0.2726084431633353
1341000	0		0
1342000	1		1.403956402093172
1343000	1		2.5825145933777094
1344000	1		0.0
1345000	0		0
1346000	0		0
1347000	0		0
1348000	0		0
1349000	1		0.7898568715900183
1350000	1		0.0
1351000	2		3.2285802075639367
1352000	0		0
1353000	0		0
1354000	0		0
1355000	1		2.6052208757027984
1356000	3		4.458987610414624
1357000	2		4.071451065130532
1358000	0		0
1359000	0		0
1360000	0		0
1361000	0		0
1362000	1		0.0
1363000	1		0.0
1364000	1		0.0
1365000	0		0
1366000	1		1.559043531306088
1367000	1		0.0
1368000	1		2.326567175798118
1369000	1		0.07746517844498158
1370000	0		0
1371000	1		0.0
1372000	0		0
1373000	0		0
1374000	2		0.30210766289383173
1375000	1		0.0
