1000	34		75.57441447716883
2000	57		92.91704941389844
3000	135		283.5535785339598
4000	150		245.98991579231006
5000	115		211.00300976121616
6000	117		223.91919798103118
7000	108		165.4677231428559
8000	167		345.72707760862613
9000	147		266.75946164425113
10000	82		175.46794678345395
11000	56		133.19364232071166
12000	127		244.78270739947402
13000	207		417.6705939113126
14000	189		389.85159298223516
15000	202		376.6862492004875
16000	236		500.4467118720895
17000	240		456.87879930577037
18000	209		417.27732501706487
19000	191		421.38376379305555
20000	114		217.30498797511245
21000	152		298.85641564520483
22000	81		164.98570128347637
23000	139		254.58383233971836
24000	73		163.1616405318855
25000	76		186.33603940169996
26000	111		206.67075525147084
27000	28		45.43032399508229
28000	109		224.28359127338626
29000	130		256.54961871974956
30000	178		416.1014874294051
31000	163		303.9993082712972
32000	199		385.8635661404842
33000	244		504.73640572853037
34000	226		433.8384900063829
35000	235		533.2222426899243
36000	148		296.35744071629597
37000	147		268.1576364532957
38000	165		310.53667937847786
39000	185		334.39863440462796
40000	197		375.3995226179395
41000	162		330.10845625645015
42000	229		443.6775340923632
43000	192		460.23348862044804
44000	228		419.85361508656933
45000	161		331.40697524076677
46000	164		321.1800535470684
47000	210		429.12585756801127
48000	229		468.8533648464363
49000	197		413.96305103375926
50000	219		420.5577816332516
51000	220		449.14694683834387
52000	201		470.81849347070965
53000	207		363.35519925149856
54000	242		487.94560494841426
55000	247		496.84925894025946
56000	239		511.3918906144536
57000	242		508.12465365340177
58000	221		476.28173768571287
59000	331		568.0719746887626
60000	327		660.3804049705504
61000	336		686.04517467806
62000	411		805.5520923335862
63000	335		666.8644022574153
64000	390		780.4967949262937
65000	366		726.325581174402
66000	346		754.3356910804578
67000	315		658.0541110453778
68000	309		683.5745406789938
69000	285		585.4348059277108
70000	307		634.4212467128527
71000	369		683.3744505762879
72000	363		707.6789098423324
73000	329		607.5688220940647
74000	240		478.20597170310793
75000	216		424.59448264728417
76000	338		665.1050325827964
77000	343		663.9517537117063
78000	345		676.2762337607855
79000	360		650.7276308747532
80000	364		710.0630114061933
81000	301		621.7497192896844
82000	309		630.084532599838
83000	329		652.1701620049716
84000	364		738.134622478945
85000	373		720.5805667765962
86000	287		599.494492542377
87000	271		557.312228578754
88000	202		440.57925095249084
89000	167		351.44647181400796
90000	188		364.2790921231208
91000	159		337.1041528667556
92000	154		308.6537091846694
93000	152		299.6729625671287
94000	128		276.30866426290595
95000	153		292.0022479619947
96000	171		323.77488426686614
97000	178		328.83262629568344
98000	170		351.18171509480453
99000	153		322.83299132308457
100000	73		172.80325022197212
101000	94		202.5251557462907
102000	116		199.47588039858965
103000	123		224.0758854895248
104000	124		202.75438335441868
105000	230		411.14337638174766
106000	210		417.92094123363495
107000	204		403.30471644655336
108000	170		355.74578951630974
109000	260		549.8217741607805
110000	214		446.86007863123086
111000	97		190.4906309573853
112000	71		124.72218985395739
113000	60		106.80836337647634
114000	36		57.43287272343878
115000	132		241.53081182576716
116000	19		42.3901782920002
117000	48		85.51105753827142
118000	75		142.6324982024962
119000	54		104.06721217537415
120000	16		26.704900516197085
121000	21		47.118457151635084
122000	37		70.43385137067526
123000	24		51.570980378077365
124000	71		148.95504116127267
125000	120		253.3471071194508
126000	59		154.4561194877897
127000	71		142.13322828672244
128000	93		177.60015481043956
129000	93		173.75204224066692
130000	41		93.98696711673983
131000	91		185.19571178831393
132000	151		306.83276579127414
133000	191		381.2602921964717
134000	154		296.25947788439225
135000	175		376.2856531275902
136000	186		396.7629222490359
137000	166		385.9412766396417
138000	207		390.7533497384866
139000	181		342.554130532837
140000	126		274.55360162019497
141000	96		201.35659844626207
142000	13		24.364754000445828
143000	25		61.527816703310236
144000	73		142.06152349861804
145000	82		165.59405013540527
146000	159		296.78041790402494
147000	223		441.8296693650773
148000	205		393.2149904035032
149000	221		450.7956668122788
150000	209		402.489964516717
151000	169		339.91277301945956
152000	169		323.416643717268
153000	204		408.8487324164598
154000	142		294.9542212813394
155000	158		302.1768470706884
156000	169		330.5771152446396
157000	176		359.28382871713256
158000	126		245.73856902570697
159000	119		267.61469009623397
160000	109		208.4916990250931
161000	105		197.12827750807628
162000	96		201.0312330084853
163000	125		241.54281817551237
164000	233		472.0194962839014
165000	201		385.8234745474183
166000	261		465.4473345519509
167000	291		541.132288670342
168000	263		496.3932816994493
169000	252		468.23053546686424
170000	219		423.9806529209018
171000	209		419.78964254044695
172000	179		341.3796741393744
173000	206		395.1981187543133
174000	198		400.8374460886698
175000	282		544.9877397918026
176000	223		445.41088867693907
177000	222		398.0207679080777
178000	144		327.9007828538306
179000	95		204.07213024562225
180000	134		259.22213625040604
181000	211		379.94607128965436
182000	171		327.04509069788037
183000	175		373.0270443969639
184000	160		314.1936399571714
185000	122		287.72572889598086
186000	105		248.85149463423295
187000	113		252.96664334996603
188000	134		320.7620533488225
189000	107		237.9712440185831
190000	146		274.054185822024
191000	102		219.70733621536056
192000	190		363.80612303095404
193000	164		300.0392573667923
194000	109		176.89632205932867
195000	137		281.6104949893197
196000	147		316.00107695232145
197000	151		336.4794535312103
198000	168		359.18806897406466
199000	157		311.7706536865444
